domain,mode,role,active_model_required,active_model_id,source_line,source_campaign,model_family,feature_set_id,config_id,calibration,threshold_policy,threshold,seed,n_features,precision,recall,specificity,balanced_accuracy,f1,roc_auc,pr_auc,brier,final_operational_class,overfit_flag,generalization_flag,dataset_ease_flag,confidence_pct,confidence_band,operational_caveat,recommended_for_default_use,notes,candidate_source_csv,feature_list_pipe,train_precision,train_recall,train_balanced_accuracy,val_precision,val_recall,val_balanced_accuracy,overfit_gap_train_val_ba,generalization_gap_val_holdout_ba,overfit_warning,headline_cap_ok,generalization_ok,quality_label,promotion_eligible,ranking_score,threshold_policy_score,promotion_decision,family_key,val_f1,tn,fp,fn,tp,guard_ok,precision_floor_ok,recall_target_ok,candidate_key,score,demotion_reason,replacement_line,source_campaign_old,feature_set_id_old,pass_name,weight_policy,secondary_max_metric,secondary_metric_anomaly_flag,val_selection_score,old_precision,old_recall,old_specificity,old_balanced_accuracy,old_f1,old_roc_auc,old_pr_auc,old_brier,old_confidence_pct,old_final_operational_class,delta_precision,delta_recall,delta_balanced_accuracy,delta_f1,delta_pr_auc,delta_brier,old_secondary_anomaly,new_secondary_anomaly,material_gain_ok,anomaly_resolution_ok,class_upgrade_candidate,anomaly_guard_ok,hard_guard_ok,hard_guard_reason,minimum_operational_ok,recall_target_band,recall_in_target_band,root_cause_hypothesis,final_status,frozen_model_id,generalization_status,ceiling_status_final,should_keep_improving,new_best_single_feature,new_best_single_rule,new_best_single_feature_ba,new_shortcut_gap_vs_model_ba,ranking_gain,config,abstain_band,abstain_coverage,abstain_precision,abstain_recall,abstain_balanced_accuracy,abstain_pr_auc,precision_v2,recall_v2,balanced_accuracy_v2,pr_auc_v2,brier_v2,baseline_holdout_precision,baseline_holdout_recall,baseline_holdout_ba,baseline_holdout_pr_auc,baseline_holdout_brier,delta_vs_baseline_precision,delta_vs_baseline_ba,delta_vs_baseline_pr_auc,delta_vs_baseline_brier,material_gain_vs_baseline,ceiling_status,prev_feature_set_id,prev_config_id,prev_precision,prev_recall,prev_balanced_accuracy,prev_pr_auc,prev_brier,prev_quality_label,prev_final_status,comparison_result,drop_methodologically_acceptable,new_replaces_previous_as_primary,final_class,secondary_cap_ok,secondary_gate_ok,old_overfit_flag,old_secondary_gt_098,old_shortcut_dominance_flag,old_best_single_feature,val_score,overfit_ok,recall_band_bonus,selection_score,old_active_model_id,replacement_origin,candidate_score
anxiety,psychologist_2_3,,,,,final_honest_improvement_v1,logreg,engineered_pruned_no_eng_v1,logreg_balanced_v3,none,balanced,0.7899999999999999,,60.0,0.891566265060241,0.8604651162790697,0.9771573604060914,0.9188112383425806,0.8757396449704142,0.9794593318380356,0.931394926615426,0.0520635509085647,,,,,,,,,,data/hybrid_operational_freeze_v6_hotfix_v1/tables/hybrid_operational_final_champions.csv,,,,,,,,0.0314996261755794,,,,,aceptable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRIMARY_WITH_CAVEAT,,,,,,,,,,,,,0.8847161152713862
anxiety,psychologist_full,,,,,hybrid_v6_quick_champion_guard_hotfix_v1,logreg,dsm5_core_single__sep_anx_symptom_count,logreg_guard_single_feature_v1,none,f1_recall_target_band,0.5700000000000001,,1.0,0.76,0.8837209302325582,0.9390862944162436,0.9114036123244008,0.8172043010752689,0.9679052059969306,0.8512733209157707,0.076664504918768,,,,,,,,,,data/hybrid_operational_freeze_v6_hotfix_v1/tables/hybrid_operational_final_champions.csv,,,,,,,,0.0323456498642427,,,,,bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRIMARY_WITH_CAVEAT,,,,,,,,,,,,,0.8407390040288555
conduct,caregiver_1_3,,,,,rebuild_v2,rf,precision_oriented_subset,,none,recall_constrained,0.59,,,0.9019607843137256,0.8625,0.953125,0.9078125,0.8817891373801917,0.97841796875,0.9500801871541836,0.0563854385479201,,,,,,,,,,data/hybrid_operational_freeze_v6_hotfix_v1/tables/hybrid_operational_final_champions.csv,,,,,,,,0.0654203453329917,,,,,bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRIMARY_WITH_CAVEAT,,,,,,,,,,,,,0.8874551579721097
conduct,caregiver_2_3,,,,,conduct_honest_retrain_v1,rf,engineered_compact_no_shortcuts_v1,,none,precision_min_recall,0.6849999999999999,,,0.9280575539568344,0.80625,0.96875,0.8875,0.862876254180602,0.975859375,0.9476529887411712,0.0598134006093339,,,,,,,,,,data/hybrid_operational_freeze_v6_hotfix_v1/tables/hybrid_operational_final_champions.csv,,,,,,,,0.0895893184750032,,,,,bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REJECT_AS_PRIMARY,,,,,,,,,,,,,0.8686564593661908
conduct,caregiver_full,,,,,conduct_honest_retrain_v1,rf,engineered_compact_no_shortcuts_v1,rf_regularized_v1,none,balanced,0.4449999999999999,,47.0,0.8076923076923077,0.91875,0.890625,0.9046875,0.8596491228070176,0.9746875,0.9499594639068576,0.0622859399714159,,,,,,,,,,data/hybrid_operational_freeze_v6_hotfix_v1/tables/hybrid_operational_final_champions.csv,,,,,,,,-0.002604698506553,,,,,aceptable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRIMARY_WITH_CAVEAT,,,,,,,,,,,,,0.8732975613082801
conduct,psychologist_1_3,,,,,rebuild_v2,rf,compact_subset,,sigmoid,recall_constrained,0.6449999999999999,,,0.9090909090909092,0.8125,0.959375,0.8859375,0.858085808580858,0.97728515625,0.9542627941351364,0.0585440516294588,,,,,,,,,,data/hybrid_operational_freeze_v6_hotfix_v1/tables/hybrid_operational_final_champions.csv,,,,,,,,0.0665428038305515,,,,,aceptable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRIMARY_WITH_CAVEAT,,,,,,,,,,,,,0.8644737405198232
conduct,psychologist_2_3,,,,,conduct_honest_retrain_v1,rf,engineered_compact_no_shortcuts_v1,,isotonic,balanced,0.3799999999999999,,,0.8846153846153846,0.8625,0.94375,0.903125,0.8734177215189873,0.9715234375,0.9324443838258124,0.0598157660888244,,,,,,,,,,data/hybrid_operational_freeze_v6_hotfix_v1/tables/hybrid_operational_final_champions.csv,,,,,,,,0.0353743996832196,,,,,bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROBUST_PRIMARY,,,,,,,,,,,,,0.8800846348556994
conduct,psychologist_full,,,,,conduct_honest_retrain_v1,rf,engineered_compact_no_shortcuts_v1,rf_balanced_subsample_v1,isotonic,balanced,0.3349999999999999,,56.0,0.8439306358381503,0.9125,0.915625,0.9140625,0.8768768768768769,0.975634765625,0.9413294156917726,0.0601968414247834,,,,,,,,,,data/hybrid_operational_freeze_v6_hotfix_v1/tables/hybrid_operational_final_champions.csv,,,,,,,,-0.0041655725960432,,,,,aceptable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRIMARY_WITH_CAVEAT,,,,,,,,,,,,,0.8869929849588744
depression,caregiver_1_3,,,,,rebuild_v2,rf,precision_oriented_subset,,none,recall_constrained,0.5299999999999999,,,0.8059701492537313,0.6585365853658537,0.9673366834170856,0.8129366343914696,0.7248322147651006,0.958282264983454,0.764765007527117,0.0600670985657974,,,,,,,,,,data/hybrid_operational_freeze_v6_hotfix_v1/tables/hybrid_operational_final_champions.csv,,,,,,,,0.0620135029967384,,,,,malo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOLD_FOR_LIMITATION,,,,,,,,,,,,,0.7462827764417757
depression,caregiver_2_3,,,,,hybrid_final_decisive_rescue_v5,rf,precision_oriented_subset,,none,balanced,0.4399999999999999,,,0.7789473684210526,0.902439024390244,0.9472361809045228,0.9248376026473832,0.8361581920903954,0.9791334722392452,0.9185052705693368,0.0439804889728679,,,,,,,,,,data/hybrid_operational_freeze_v6_hotfix_v1/tables/hybrid_operational_final_champions.csv,,,,,,,,0.0295357090816352,,,,,malo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOLD_FOR_LIMITATION,,,,,,,,,,,,,0.8591133662986704
depression,caregiver_full,,,,,hybrid_v6_quick_champion_guard_hotfix_v1,hgb,no_shortcut_v1,hgb_quick_guard_v1,none,f1_recall_target_band,0.4020000000000001,,125.0,0.7710843373493976,0.7804878048780488,0.9522613065326632,0.866374555705356,0.7757575757575758,0.9722086039955876,0.8577614162582414,0.0522703689418287,,,,,,,,,,data/hybrid_operational_freeze_v6_hotfix_v1/tables/hybrid_operational_final_champions.csv,,,,,,,,0.0585190019107159,,,,,bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOLD_FOR_LIMITATION,,,,,,,,,,,,,0.7965210915007482
depression,psychologist_1_3,,,,,rebuild_v2,rf,stability_pruned_subset,,isotonic,default_0_5,0.5,,,0.7974683544303798,0.7682926829268293,0.9597989949748744,0.8640458389508519,0.782608695652174,0.9483852187768108,0.7681311253035743,0.0565304346753685,,,,,,,,,,data/hybrid_operational_freeze_v6_hotfix_v1/tables/hybrid_operational_final_champions.csv,,,,,,,,0.0425164172338623,,,,,malo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOLD_FOR_LIMITATION,,,,,,,,,,,,,0.8008040518836241
depression,psychologist_2_3,,,,,final_honest_improvement_v1,rf,compact_subset,,none,balanced,0.3949999999999999,,,0.7872340425531915,0.902439024390244,0.949748743718593,0.9260938840544184,0.8409090909090909,0.9794092413285942,0.8675121016971403,0.0429005294006906,,,,,,,,,,data/hybrid_operational_freeze_v6_hotfix_v1/tables/hybrid_operational_final_champions.csv,,,,,,,,0.0283597546873053,,,,,aceptable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOLD_FOR_LIMITATION,,,,,,,,,,,,,0.862751293796295
depression,psychologist_full,,,,,hybrid_v6_quick_champion_guard_hotfix_v1,hgb,no_shortcut_v1,hgb_quick_guard_v1,none,f1_recall_target_band,0.388,,150.0,0.7831325301204819,0.7926829268292683,0.9547738693467336,0.8737283980880011,0.7878787878787878,0.9750275769089348,0.8740526749277387,0.0494030151469596,,,,,,,,,,data/hybrid_operational_freeze_v6_hotfix_v1/tables/hybrid_operational_final_champions.csv,,,,,,,,0.0747947052334845,,,,,bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRIMARY_WITH_CAVEAT,,,,,,,,,,,,,0.8075573516961925
elimination,caregiver_1_3,,,,,hybrid_v6_quick_champion_guard_hotfix_v1,logreg,dsm5_core_single__enuresis_duration_months_consecutive,logreg_guard_single_feature_v1,none,f1_recall_target_band,0.5,,1.0,0.7796610169491526,0.8846153846153846,0.969626168224299,0.9271207764198418,0.8288288288288288,0.9248741912293316,0.6759347521345737,0.0596868368482438,,,,,,,,,,data/hybrid_operational_freeze_v6_hotfix_v1/tables/hybrid_operational_final_champions.csv,,,,,,,,0.0405293059607761,,,,,bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOLD_FOR_LIMITATION,,,,,,,,,,,,,0.8523058260836893
elimination,caregiver_2_3,,,,,hybrid_v6_quick_champion_guard_hotfix_v1,logreg,dsm5_core_single__enuresis_duration_months_consecutive,logreg_guard_single_feature_v1,none,f1_recall_target_band,0.5,,1.0,0.7796610169491526,0.8846153846153846,0.969626168224299,0.9271207764198418,0.8288288288288288,0.9248741912293316,0.6759347521345737,0.0596868368482438,,,,,,,,,,data/hybrid_operational_freeze_v6_hotfix_v1/tables/hybrid_operational_final_champions.csv,,,,,,,,0.0007809374886359,,,,,bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRIMARY_WITH_CAVEAT,,,,,,,,,,,,,0.8523058260836893
elimination,caregiver_full,,,,,hybrid_v6_quick_champion_guard_hotfix_v1,logreg,dsm5_core_single__enuresis_duration_months_consecutive,logreg_guard_single_feature_v1,none,f1_recall_target_band,0.5,,1.0,0.7796610169491526,0.8846153846153846,0.969626168224299,0.9271207764198418,0.8288288288288288,0.9248741912293316,0.6759347521345737,0.0596868368482438,,,,,,,,,,data/hybrid_operational_freeze_v6_hotfix_v1/tables/hybrid_operational_final_champions.csv,,,,,,,,-0.0003872868104295,,,,,bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRIMARY_WITH_CAVEAT,,,,,,,,,,,,,0.8523058260836893
elimination,psychologist_1_3,,,,,hybrid_v6_quick_champion_guard_hotfix_v1,logreg,dsm5_core_single__enuresis_duration_months_consecutive,logreg_guard_single_feature_v1,none,f1_recall_target_band,0.5,,1.0,0.7796610169491526,0.8846153846153846,0.969626168224299,0.9271207764198418,0.8288288288288288,0.9248741912293316,0.6759347521345737,0.0596868368482438,,,,,,,,,,data/hybrid_operational_freeze_v6_hotfix_v1/tables/hybrid_operational_final_champions.csv,,,,,,,,0.0740483570031917,,,,,muy_bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOLD_FOR_LIMITATION,,,,,,,,,,,,,0.8523058260836893
elimination,psychologist_2_3,,,,,hybrid_v6_quick_champion_guard_hotfix_v1,logreg,dsm5_core_single__enuresis_duration_months_consecutive,logreg_guard_single_feature_v1,none,f1_recall_target_band,0.5,,1.0,0.7796610169491526,0.8846153846153846,0.969626168224299,0.9271207764198418,0.8288288288288288,0.9248741912293316,0.6759347521345737,0.0596868368482438,,,,,,,,,,data/hybrid_operational_freeze_v6_hotfix_v1/tables/hybrid_operational_final_champions.csv,,,,,,,,-0.0003872868104295,,,,,bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRIMARY_WITH_CAVEAT,,,,,,,,,,,,,0.8523058260836893
elimination,psychologist_full,,,,,hybrid_v6_quick_champion_guard_hotfix_v1,logreg,dsm5_core_single__enuresis_duration_months_consecutive,logreg_guard_single_feature_v1,none,f1_recall_target_band,0.5,,1.0,0.7796610169491526,0.8846153846153846,0.969626168224299,0.9271207764198418,0.8288288288288288,0.9248741912293316,0.6759347521345737,0.0596868368482438,,,,,,,,,,data/hybrid_operational_freeze_v6_hotfix_v1/tables/hybrid_operational_final_champions.csv,,,,,,,,1.81824793621388e-06,,,,,bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRIMARY_WITH_CAVEAT,,,,,,,,,,,,,0.8523058260836893
adhd,caregiver_1_3,,,,,rebuild_v2,rf,engineered_full,,isotonic,default_0_5,0.5,,,0.6212121212121212,0.8723404255319149,0.8704663212435233,0.8714033733877191,0.7256637168141593,0.9276402822180576,0.6319179403335605,0.0868278728044155,,,,,,,,,,data/hybrid_operational_freeze_v6_hotfix_v1/tables/hybrid_operational_final_nonchampions.csv,,,,,,,,0.0476426707823467,,,,,malo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REJECT_AS_PRIMARY,,,,,,,,,,,,,0.7695322994526465
adhd,caregiver_2_3,,,,,rebuild_v2,rf,engineered_compact,,isotonic,default_0_5,0.5,,,0.7017543859649122,0.851063829787234,0.911917098445596,0.881490464116415,0.7692307692307693,0.9492613824275162,0.7044217957677258,0.072567246649348,,,,,,,,,,data/hybrid_operational_freeze_v6_hotfix_v1/tables/hybrid_operational_final_nonchampions.csv,,,,,,,,0.0032980560761399,,,,,malo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOLD_FOR_LIMITATION,,,,,,,,,,,,,0.7989185012194935
adhd,caregiver_full,,,,,rebuild_v2,rf,engineered_compact,,isotonic,recall_constrained,0.4049999999999999,,,0.7403846153846154,0.8191489361702128,0.9300518134715026,0.8746003748208577,0.7777777777777778,0.9506394002866276,0.7118788252075036,0.0687218130961477,,,,,,,,,,data/hybrid_operational_freeze_v6_hotfix_v1/tables/hybrid_operational_final_nonchampions.csv,,,,,,,,0.0213225296733178,,,,,malo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOLD_FOR_LIMITATION,,,,,,,,,,,,,0.8012135171644502
adhd,psychologist_1_3,,,,,rebuild_v2,rf,engineered_compact,,isotonic,balanced,0.18,,,0.6148148148148148,0.8829787234042553,0.8652849740932642,0.8741318487487597,0.7248908296943232,0.9259453202513506,0.6375451264670481,0.0841732751976726,,,,,,,,,,data/hybrid_operational_freeze_v6_hotfix_v1/tables/hybrid_operational_final_nonchampions.csv,,,,,,,,0.0020027192885754,,,,,malo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOLD_FOR_LIMITATION,,,,,,,,,,,,,0.7709555337246911
adhd,psychologist_2_3,,,,,rebuild_v2,rf,engineered_pruned,,isotonic,precision_min_recall,0.5049999999999999,,,0.7289719626168224,0.8297872340425532,0.9248704663212436,0.8773288501818983,0.7761194029850746,0.9539604233270864,0.7337389775224177,0.0680043361765456,,,,,,,,,,data/hybrid_operational_freeze_v6_hotfix_v1/tables/hybrid_operational_final_nonchampions.csv,,,,,,,,0.0295263293278947,,,,,malo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOLD_FOR_LIMITATION,,,,,,,,,,,,,0.801321680400046
adhd,psychologist_full,,,,,hybrid_v6_quick_champion_guard_hotfix_v1,logreg,dsm5_core_only,logreg_guard_fallback_v1,none,f1_recall_target_band,0.654,,27.0,0.6910569105691057,0.9042553191489362,0.9015544041450776,0.902904861647007,0.783410138248848,0.9690497188843568,0.8323549472799558,0.0817923949186582,,,,,,,,,,data/hybrid_operational_freeze_v6_hotfix_v1/tables/hybrid_operational_final_nonchampions.csv,,,,,,,,0.0168669385955241,,,,,muy_bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOLD_FOR_LIMITATION,,,,,,,,,,,,,0.8177305240471756
anxiety,psychologist_1_3,,,,,hybrid_v6_quick_champion_guard_hotfix_v1,hgb,engineered_full,hgb_quick_guard_v1,none,f1_recall_target_band,0.318,,69.0,0.79,0.9186046511627908,0.9467005076142132,0.932652579388502,0.8494623655913979,0.9779837091252508,0.9104031229648484,0.0431888626978257,,,,,,,,,,data/hybrid_operational_freeze_v6_hotfix_v1/tables/hybrid_operational_final_nonchampions.csv,,,,,,,,-0.0127198677842049,,,,,aceptable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REJECT_AS_PRIMARY,,,,,,,,,,,,,0.8713332421074839
conduct,caregiver_2_3,,,,,conduct_honest_retrain_v1,rf,engineered_compact_no_shortcuts_v1,,none,precision_min_recall,0.6849999999999999,,,0.9280575539568344,0.80625,0.96875,0.8875,0.862876254180602,0.975859375,0.9476529887411712,0.0598134006093339,,,,,,,,,,data/hybrid_operational_freeze_v6_hotfix_v1/tables/hybrid_operational_final_nonchampions.csv,,,,,,,,0.0895893184750032,,,,,bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REJECT_AS_PRIMARY,,,,,,,,,,,,,0.8686564593661908
depression,caregiver_1_3,,,,,rebuild_v2,rf,precision_oriented_subset,,none,recall_constrained,0.5299999999999999,,,0.8059701492537313,0.6585365853658537,0.9673366834170856,0.8129366343914696,0.7248322147651006,0.958282264983454,0.764765007527117,0.0600670985657974,,,,,,,,,,data/hybrid_operational_freeze_v6_hotfix_v1/tables/hybrid_operational_final_nonchampions.csv,,,,,,,,0.0620135029967384,,,,,malo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOLD_FOR_LIMITATION,,,,,,,,,,,,,0.7462827764417757
depression,caregiver_2_3,,,,,hybrid_final_decisive_rescue_v5,rf,precision_oriented_subset,,none,balanced,0.4399999999999999,,,0.7789473684210526,0.902439024390244,0.9472361809045228,0.9248376026473832,0.8361581920903954,0.9791334722392452,0.9185052705693368,0.0439804889728679,,,,,,,,,,data/hybrid_operational_freeze_v6_hotfix_v1/tables/hybrid_operational_final_nonchampions.csv,,,,,,,,0.0295357090816352,,,,,malo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOLD_FOR_LIMITATION,,,,,,,,,,,,,0.8591133662986704
depression,caregiver_full,,,,,hybrid_v6_quick_champion_guard_hotfix_v1,hgb,no_shortcut_v1,hgb_quick_guard_v1,none,f1_recall_target_band,0.4020000000000001,,125.0,0.7710843373493976,0.7804878048780488,0.9522613065326632,0.866374555705356,0.7757575757575758,0.9722086039955876,0.8577614162582414,0.0522703689418287,,,,,,,,,,data/hybrid_operational_freeze_v6_hotfix_v1/tables/hybrid_operational_final_nonchampions.csv,,,,,,,,0.0585190019107159,,,,,bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOLD_FOR_LIMITATION,,,,,,,,,,,,,0.7965210915007482
depression,psychologist_1_3,,,,,rebuild_v2,rf,stability_pruned_subset,,isotonic,default_0_5,0.5,,,0.7974683544303798,0.7682926829268293,0.9597989949748744,0.8640458389508519,0.782608695652174,0.9483852187768108,0.7681311253035743,0.0565304346753685,,,,,,,,,,data/hybrid_operational_freeze_v6_hotfix_v1/tables/hybrid_operational_final_nonchampions.csv,,,,,,,,0.0425164172338623,,,,,malo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOLD_FOR_LIMITATION,,,,,,,,,,,,,0.8008040518836241
depression,psychologist_2_3,,,,,final_honest_improvement_v1,rf,compact_subset,,none,balanced,0.3949999999999999,,,0.7872340425531915,0.902439024390244,0.949748743718593,0.9260938840544184,0.8409090909090909,0.9794092413285942,0.8675121016971403,0.0429005294006906,,,,,,,,,,data/hybrid_operational_freeze_v6_hotfix_v1/tables/hybrid_operational_final_nonchampions.csv,,,,,,,,0.0283597546873053,,,,,aceptable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOLD_FOR_LIMITATION,,,,,,,,,,,,,0.862751293796295
elimination,caregiver_1_3,,,,,hybrid_v6_quick_champion_guard_hotfix_v1,logreg,dsm5_core_single__enuresis_duration_months_consecutive,logreg_guard_single_feature_v1,none,f1_recall_target_band,0.5,,1.0,0.7796610169491526,0.8846153846153846,0.969626168224299,0.9271207764198418,0.8288288288288288,0.9248741912293316,0.6759347521345737,0.0596868368482438,,,,,,,,,,data/hybrid_operational_freeze_v6_hotfix_v1/tables/hybrid_operational_final_nonchampions.csv,,,,,,,,0.0405293059607761,,,,,bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOLD_FOR_LIMITATION,,,,,,,,,,,,,0.8523058260836893
elimination,psychologist_1_3,,,,,hybrid_v6_quick_champion_guard_hotfix_v1,logreg,dsm5_core_single__enuresis_duration_months_consecutive,logreg_guard_single_feature_v1,none,f1_recall_target_band,0.5,,1.0,0.7796610169491526,0.8846153846153846,0.969626168224299,0.9271207764198418,0.8288288288288288,0.9248741912293316,0.6759347521345737,0.0596868368482438,,,,,,,,,,data/hybrid_operational_freeze_v6_hotfix_v1/tables/hybrid_operational_final_nonchampions.csv,,,,,,,,0.0740483570031917,,,,,muy_bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOLD_FOR_LIMITATION,,,,,,,,,,,,,0.8523058260836893
